Sale_Period,Country,Store_ID,category_name,Sales,% of Store Sales
2020 Q3,Canada,ST-46,Subscription Service,218200,0.053435195
2020 Q3,Canada,ST-46,Tablet,575146,0.140848023
2020 Q3,Canada,ST-46,Wearable,486051,0.119029468
2020 Q3,Canada,ST-47,Accessories,549167,0.135887825
2020 Q3,Canada,ST-47,Audio,460453,0.113936119
2020 Q3,Canada,ST-47,Desktop,305658,0.075633097
2020 Q3,Canada,ST-47,Laptop,526460,0.130269125
2020 Q3,Canada,ST-47,Smart Speaker,73548,0.018198977
2020 Q3,Canada,ST-47,Smartphone,561106,0.138842053
2020 Q3,Canada,ST-47,Streaming Device,123851,0.03064613
2020 Q3,Canada,ST-47,Subscription Service,206318,0.051052056
2020 Q3,Canada,ST-47,Tablet,707894,0.175163795
2020 Q3,Canada,ST-47,Wearable,526871,0.130370824
2020 Q3,Canada,ST-48,Accessories,657180,0.149086094
2020 Q3,Canada,ST-48,Audio,582194,0.132074971
2020 Q3,Canada,ST-48,Desktop,380445,0.086306733
2020 Q3,Canada,ST-48,Laptop,543025,0.123189197
2020 Q3,Canada,ST-48,Smart Speaker,61784,0.014016153
2020 Q3,Canada,ST-48,Smartphone,585613,0.132850596
2020 Q3,Canada,ST-48,Streaming Device,145457,0.032997985
2020 Q3,Canada,ST-48,Subscription Service,259285,0.0588207
2020 Q3,Canada,ST-48,Tablet,793331,0.179972945
2020 Q3,Canada,ST-48,Wearable,399743,0.090684626
2020 Q3,Canada,ST-49,Accessories,632435,0.146665164
2020 Q3,Canada,ST-49,Audio,591840,0.13725096
2020 Q3,Canada,ST-49,Desktop,371660,0.086190003
2020 Q3,Canada,ST-49,Laptop,538499,0.124880888
2020 Q3,Canada,ST-49,Smart Speaker,46266,0.010729341
2020 Q3,Canada,ST-49,Smartphone,646127,0.149840414
2020 Q3,Canada,ST-49,Streaming Device,134964,0.031298896
2020 Q3,Canada,ST-49,Subscription Service,205244,0.047597215
2020 Q3,Canada,ST-49,Tablet,690541,0.160140266
2020 Q3,Canada,ST-49,Wearable,454525,0.105406854
2020 Q3,Canada,ST-50,Accessories,642780,0.149639311
2020 Q3,Canada,ST-50,Audio,574602,0.133767459
2020 Q3,Canada,ST-50,Desktop,393065,0.09150561
2020 Q3,Canada,ST-50,Laptop,578445,0.13466211
2020 Q3,Canada,ST-50,Smart Speaker,64888,0.015105939
2020 Q3,Canada,ST-50,Smartphone,500810,0.116588667
2020 Q3,Canada,ST-50,Streaming Device,137901,0.03210338
2020 Q3,Canada,ST-50,Subscription Service,270705,0.063020177
2020 Q3,Canada,ST-50,Tablet,762950,0.177614911
2020 Q3,Canada,ST-50,Wearable,369383,0.085992435
2020 Q3,China,ST-35,Accessories,711724,0.165174223
2020 Q3,China,ST-35,Audio,601469,0.139586658
2020 Q3,China,ST-35,Desktop,288455,0.066943549
2020 Q3,China,ST-35,Laptop,531832,0.123425566
2020 Q3,China,ST-35,Smart Speaker,42996,0.00997835
2020 Q3,China,ST-35,Smartphone,596518,0.138437649
2020 Q3,China,ST-35,Streaming Device,162912,0.037808003
2020 Q3,China,ST-35,Subscription Service,182697,0.042399631
2020 Q3,China,ST-35,Tablet,659597,0.153076785
2020 Q3,China,ST-35,Wearable,530729,0.123169586
2020 Q3,China,ST-36,Accessories,844956,0.183360821
2020 Q3,China,ST-36,Audio,572668,0.124272595
2020 Q3,China,ST-36,Desktop,332096,0.072066942
2020 Q3,China,ST-36,Laptop,621399,0.134847531
2020 Q3,China,ST-36,Smart Speaker,78908,0.017123537
2020 Q3,China,ST-36,Smartphone,661462,0.143541457
2020 Q3,China,ST-36,Streaming Device,106358,0.023080362
2020 Q3,China,ST-36,Subscription Service,248686,0.053966442
2020 Q3,China,ST-36,Tablet,623043,0.13520429
2020 Q3,China,ST-36,Wearable,518584,0.112536023
2020 Q3,China,ST-37,Accessories,725137,0.176071777
2020 Q3,China,ST-37,Audio,480333,0.116630492
2020 Q3,China,ST-37,Desktop,336249,0.081645205
2020 Q3,China,ST-37,Laptop,524114,0.127261033
2020 Q3,China,ST-37,Smart Speaker,85046,0.020650167
2020 Q3,China,ST-37,Smartphone,514139,0.124838985
2020 Q3,China,ST-37,Streaming Device,111291,0.027022761
2020 Q3,China,ST-37,Subscription Service,223037,0.054156002
2020 Q3,China,ST-37,Tablet,678870,0.164837606
2020 Q3,China,ST-37,Wearable,440201,0.106885971
2020 Q3,China,ST-38,Accessories,543757,0.124923927
2020 Q3,China,ST-38,Audio,516707,0.1187094
2020 Q3,China,ST-38,Desktop,452556,0.103971209
2020 Q3,China,ST-38,Laptop,645941,0.148399903
2020 Q3,China,ST-38,Smart Speaker,28532,0.006555004
2020 Q3,China,ST-38,Smartphone,546266,0.12550035
2020 Q3,China,ST-38,Streaming Device,117460,0.026985518
2020 Q3,China,ST-38,Subscription Service,242920,0.055808974
2020 Q3,China,ST-38,Tablet,769553,0.176798795
2020 Q3,China,ST-38,Wearable,489013,0.11234692
2020 Q3,China,ST-40,Accessories,650503,0.148652388
2020 Q3,China,ST-40,Audio,406032,0.092786085
2020 Q3,China,ST-40,Desktop,365449,0.083512092
2020 Q3,China,ST-40,Laptop,524900,0.119949698
2020 Q3,China,ST-40,Smart Speaker,68060,0.015553013
2020 Q3,China,ST-40,Smartphone,577536,0.131978032
2020 Q3,China,ST-40,Streaming Device,218558,0.049944687
2020 Q3,China,ST-40,Subscription Service,241234,0.055126587
2020 Q3,China,ST-40,Tablet,768656,0.175652611
2020 Q3,China,ST-40,Wearable,555073,0.126844806
2020 Q3,China,ST-43,Accessories,555380,0.14198449
2020 Q3,China,ST-43,Audio,539786,0.137997839
2020 Q3,China,ST-43,Desktop,360786,0.092235976
2020 Q3,China,ST-43,Laptop,432631,0.110603356
2020 Q3,China,ST-43,Smart Speaker,50986,0.013034717
2020 Q3,China,ST-43,Smartphone,603988,0.154411265
2020 Q3,China,ST-43,Streaming Device,84854,0.021693168
2020 Q3,China,ST-43,Subscription Service,239957,0.061345695
2020 Q3,China,ST-43,Tablet,544775,0.139273291
2020 Q3,China,ST-43,Wearable,498411,0.127420202
2020 Q3,China,ST-75,Accessories,650773,0.150553448
2020 Q3,China,ST-75,Audio,457343,0.105804275
2020 Q3,China,ST-75,Desktop,456638,0.105641177
2020 Q3,China,ST-75,Laptop,410318,0.09492525
2020 Q3,China,ST-75,Smart Speaker,58474,0.013527701
2020 Q3,China,ST-75,Smartphone,677461,0.156727598
2020 Q3,China,ST-75,Streaming Device,128415,0.029708241
2020 Q3,China,ST-75,Subscription Service,237806,0.055015364
2020 Q3,China,ST-75,Tablet,717492,0.165988593
2020 Q3,China,ST-75,Wearable,527818,0.122108354
2020 Q3,Colombia,ST-63,Accessories,612178,0.145542823
2020 Q3,Colombia,ST-63,Audio,429638,0.102144682
2020 Q3,Colombia,ST-63,Desktop,262242,0.062346966
2020 Q3,Colombia,ST-63,Laptop,545180,0.129614321
2020 Q3,Colombia,ST-63,Smart Speaker,98790,0.02348692
2020 Q3,Colombia,ST-63,Smartphone,665621,0.158248678
2020 Q3,Colombia,ST-63,Streaming Device,172775,0.041076552
2020 Q3,Colombia,ST-63,Subscription Service,261988,0.062286578
2020 Q3,Colombia,ST-63,Tablet,692120,0.164548707
2020 Q3,Colombia,ST-63,Wearable,465639,0.110703773
2020 Q3,Colombia,ST-64,Accessories,547122,0.151674983
2020 Q3,Colombia,ST-64,Audio,489250,0.135631515
2020 Q3,Colombia,ST-64,Desktop,314424,0.087165669
2020 Q3,Colombia,ST-64,Laptop,455772,0.126350632
2020 Q3,Colombia,ST-64,Smart Speaker,59498,0.016494234
2020 Q3,Colombia,ST-64,Smartphone,527434,0.14621701
2020 Q3,Colombia,ST-64,Streaming Device,113062,0.031343424
2020 Q3,Colombia,ST-64,Subscription Service,203300,0.056359503
2020 Q3,Colombia,ST-64,Tablet,509959,0.141372533
2020 Q3,Colombia,ST-64,Wearable,387379,0.107390497
2020 Q3,France,ST-18,Accessories,586847,0.140704444
2020 Q3,France,ST-18,Audio,427583,0.102518763
2020 Q3,France,ST-18,Desktop,374367,0.089759512
2020 Q3,France,ST-18,Laptop,613149,0.147010702
2020 Q3,France,ST-18,Smart Speaker,65784,0.015772597
2020 Q3,France,ST-18,Smartphone,619644,0.148567965
2020 Q3,France,ST-18,Streaming Device,215378,0.051639766
2020 Q3,France,ST-18,Subscription Service,281210,0.067423872
2020 Q3,France,ST-18,Tablet,519444,0.12454367
2020 Q3,France,ST-18,Wearable,467372,0.112058709
2020 Q3,France,ST-19,Accessories,632205,0.143619175
2020 Q3,France,ST-19,Audio,607664,0.13804415
2020 Q3,France,ST-19,Desktop,440646,0.100102364
2020 Q3,France,ST-19,Laptop,684331,0.155460734
2020 Q3,France,ST-19,Smart Speaker,58464,0.013281375
2020 Q3,France,ST-19,Smartphone,531363,0.120710712
2020 Q3,France,ST-19,Streaming Device,157012,0.035668705
2020 Q3,France,ST-19,Subscription Service,379140,0.086129932
2020 Q3,France,ST-19,Tablet,533056,0.121095314
2020 Q3,France,ST-19,Wearable,378073,0.08588754
2020 Q3,France,ST-29,Accessories,715856,0.16759161
2020 Q3,France,ST-29,Audio,584207,0.136770792
2020 Q3,France,ST-29,Desktop,450080,0.10536984
2020 Q3,France,ST-29,Laptop,372840,0.087286907
2020 Q3,France,ST-29,Smart Speaker,50700,0.011869558
2020 Q3,France,ST-29,Smartphone,634815,0.148618812
2020 Q3,France,ST-29,Streaming Device,100552,0.023540589
2020 Q3,France,ST-29,Subscription Service,297889,0.06973986
2020 Q3,France,ST-29,Tablet,589619,0.138037814
2020 Q3,France,ST-29,Wearable,474873,0.111174218
2020 Q3,France,ST-68,Accessories,496427,0.126513737
2020 Q3,France,ST-68,Audio,525835,0.134008325
2020 Q3,France,ST-68,Desktop,421771,0.107487758
2020 Q3,France,ST-68,Laptop,468248,0.119332358
2020 Q3,France,ST-68,Smart Speaker,46326,0.011806117
2020 Q3,France,ST-68,Smartphone,428108,0.109102734
2020 Q3,France,ST-68,Streaming Device,136628,0.034819458
2020 Q3,France,ST-68,Subscription Service,192818,0.049139402
2020 Q3,France,ST-68,Tablet,686617,0.174983397
2020 Q3,France,ST-68,Wearable,521120,0.132806714
2020 Q3,Germany,ST-24,Accessories,779815,0.198084173
2020 Q3,Germany,ST-24,Audio,433055,0.110002169
2020 Q3,Germany,ST-24,Desktop,332791,0.084533678
2020 Q3,Germany,ST-24,Laptop,424009,0.107704356
2020 Q3,Germany,ST-24,Smart Speaker,41872,0.010636087
2020 Q3,Germany,ST-24,Smartphone,537015,0.136409497
2020 Q3,Germany,ST-24,Streaming Device,113275,0.028773472
2020 Q3,Germany,ST-24,Subscription Service,212940,0.054089808
2020 Q3,Germany,ST-24,Tablet,617270,0.156795416
2020 Q3,Germany,ST-24,Wearable,444744,0.112971343
2020 Q3,Germany,ST-25,Accessories,699527,0.159052416
2020 Q3,Germany,ST-25,Audio,533827,0.121376979
2020 Q3,Germany,ST-25,Desktop,382340,0.086933172
2020 Q3,Germany,ST-25,Laptop,574709,0.130672376
2020 Q3,Germany,ST-25,Smart Speaker,74228,0.016877322
2020 Q3,Germany,ST-25,Smartphone,590690,0.134305998
2020 Q3,Germany,ST-25,Streaming Device,144808,0.032925194
2020 Q3,Germany,ST-25,Subscription Service,294541,0.066970192
2020 Q3,Germany,ST-25,Tablet,634022,0.144158454
2020 Q3,Germany,ST-25,Wearable,469399,0.106727896
2020 Q3,Germany,ST-27,Accessories,688151,0.165371739
2020 Q3,Germany,ST-27,Audio,608023,0.146115927
2020 Q3,Germany,ST-27,Desktop,408155,0.098085017
2020 Q3,Germany,ST-27,Laptop,423302,0.10172504
2020 Q3,Germany,ST-27,Smart Speaker,61232,0.014714855
2020 Q3,Germany,ST-27,Smartphone,622321,0.149551924
2020 Q3,Germany,ST-27,Streaming Device,140360,0.033730355
2020 Q3,Germany,ST-27,Subscription Service,219644,0.052783343
2020 Q3,Germany,ST-27,Tablet,657089,0.157907132
2020 Q3,Germany,ST-27,Wearable,332960,0.080014669
2020 Q3,Italy,ST-22,Accessories,615126,0.153362169
2020 Q3,Italy,ST-22,Audio,392365,0.097823775
2020 Q3,Italy,ST-22,Desktop,461097,0.114959921
2020 Q3,Italy,ST-22,Laptop,420984,0.104959016
2020 Q3,Italy,ST-22,Smart Speaker,75440,0.018808573
2020 Q3,Italy,ST-22,Smartphone,640873,0.159781368
2020 Q3,Italy,ST-22,Streaming Device,133733,0.033342084
2020 Q3,Italy,ST-22,Subscription Service,181098,0.045151046
2020 Q3,Italy,ST-22,Tablet,724917,0.180735075
2020 Q3,Italy,ST-22,Wearable,365304,0.091076973
2020 Q3,Italy,ST-23,Accessories,490105,0.115855822
2020 Q3,Italy,ST-23,Audio,435535,0.102956031
2020 Q3,Italy,ST-23,Desktop,337090,0.079684637
2020 Q3,Italy,ST-23,Laptop,648109,0.153206356
2020 Q3,Italy,ST-23,Smart Speaker,48030,0.011353802
2020 Q3,Italy,ST-23,Smartphone,570366,0.134828704
2020 Q3,Italy,ST-23,Streaming Device,128385,0.030348904
2020 Q3,Italy,ST-23,Subscription Service,216723,0.051231106
2020 Q3,Italy,ST-23,Tablet,820985,0.194072479
2020 Q3,Italy,ST-23,Wearable,534973,0.12646216
2020 Q3,Japan,ST-31,Accessories,603681,0.155686475
2020 Q3,Japan,ST-31,Audio,507609,0.13090996
2020 Q3,Japan,ST-31,Desktop,344365,0.088810105
2020 Q3,Japan,ST-31,Laptop,440567,0.113620146
2020 Q3,Japan,ST-31,Smart Speaker,56286,0.014515893
2020 Q3,Japan,ST-31,Smartphone,647055,0.166872424
2020 Q3,Japan,ST-31,Streaming Device,142226,0.036679413
2020 Q3,Japan,ST-31,Subscription Service,213543,0.05507173
2020 Q3,Japan,ST-31,Tablet,530529,0.13682092
2020 Q3,Japan,ST-31,Wearable,391682,0.101012935
2020 Q3,Japan,ST-32,Accessories,586845,0.13721084
2020 Q3,Japan,ST-32,Audio,413095,0.096586172
2020 Q3,Japan,ST-32,Desktop,392994,0.091886336
2020 Q3,Japan,ST-32,Laptop,587200,0.137293843
2020 Q3,Japan,ST-32,Smart Speaker,59114,0.013821506
2020 Q3,Japan,ST-32,Smartphone,600413,0.140383188
2020 Q3,Japan,ST-32,Streaming Device,161298,0.037713253
2020 Q3,Japan,ST-32,Subscription Service,219733,0.051376001
2020 Q3,Japan,ST-32,Tablet,755259,0.176587893
2020 Q3,Japan,ST-32,Wearable,501007,0.117140968
2020 Q3,Japan,ST-33,Accessories,604054,0.135067378
2020 Q3,Japan,ST-33,Audio,590811,0.132106223
2020 Q3,Japan,ST-33,Desktop,314403,0.070300981
2020 Q3,Japan,ST-33,Laptop,499783,0.111752226
2020 Q3,Japan,ST-33,Smart Speaker,62414,0.013955864
2020 Q3,Japan,ST-33,Smartphone,645497,0.144334095
2020 Q3,Japan,ST-33,Streaming Device,205692,0.045993039
2020 Q3,Japan,ST-33,Subscription Service,191335,0.042782792
2020 Q3,Japan,ST-33,Tablet,766244,0.171333304
2020 Q3,Japan,ST-33,Wearable,592009,0.132374098
2020 Q3,Japan,ST-34,Accessories,476863,0.118662516
2020 Q3,Japan,ST-34,Audio,544959,0.135607514
2020 Q3,Japan,ST-34,Desktop,362669,0.090246498
2020 Q3,Japan,ST-34,Laptop,554398,0.137956313
2020 Q3,Japan,ST-34,Smart Speaker,80602,0.020056989
2020 Q3,Japan,ST-34,Smartphone,561420,0.139703667
2020 Q3,Japan,ST-34,Streaming Device,93443,0.023252342
2020 Q3,Japan,ST-34,Subscription Service,209366,0.052098603
2020 Q3,Japan,ST-34,Tablet,678671,0.168880387
2020 Q3,Japan,ST-34,Wearable,456258,0.113535171
2020 Q3,Japan,ST-44,Accessories,637364,0.139279556
2020 Q3,Japan,ST-44,Audio,647383,0.141468951
2020 Q3,Japan,ST-44,Desktop,393174,0.085918094
2020 Q3,Japan,ST-44,Laptop,538679,0.11771448
2020 Q3,Japan,ST-44,Smart Speaker,74750,0.016334695
2020 Q3,Japan,ST-44,Smartphone,565635,0.123605022
2020 Q3,Japan,ST-44,Streaming Device,182064,0.039785418
2020 Q3,Japan,ST-44,Subscription Service,293697,0.064179947
2020 Q3,Japan,ST-44,Tablet,681369,0.14889572
2020 Q3,Japan,ST-44,Wearable,562034,0.122818116
2020 Q3,Japan,ST-72,Accessories,558597,0.12613311
2020 Q3,Japan,ST-72,Audio,626038,0.141361518
2020 Q3,Japan,ST-72,Desktop,421252,0.09512014
2020 Q3,Japan,ST-72,Laptop,446916,0.100915159
2020 Q3,Japan,ST-72,Smart Speaker,58740,0.013263693
2020 Q3,Japan,ST-72,Smartphone,666985,0.15060749
2020 Q3,Japan,ST-72,Streaming Device,130487,0.02946441
2020 Q3,Japan,ST-72,Subscription Service,261841,0.059124592
2020 Q3,Japan,ST-72,Tablet,778087,0.175694701
2020 Q3,Japan,ST-72,Wearable,479688,0.108315188
2020 Q3,Mexico,ST-60,Accessories,642501,0.149378922
2020 Q3,Mexico,ST-60,Audio,641012,0.149032735
2020 Q3,Mexico,ST-60,Desktop,413008,0.096022714
2020 Q3,Mexico,ST-60,Laptop,506145,0.117676695
2020 Q3,Mexico,ST-60,Smart Speaker,54552,0.012683123
2020 Q3,Mexico,ST-60,Smartphone,659677,0.153372273
2020 Q3,Mexico,ST-60,Streaming Device,112374,0.026126507
2020 Q3,Mexico,ST-60,Subscription Service,180986,0.042078524
2020 Q3,Mexico,ST-60,Tablet,703291,0.163512354
2020 Q3,Mexico,ST-60,Wearable,387603,0.090116153
2020 Q3,Mexico,ST-61,Accessories,570295,0.137201059
2020 Q3,Mexico,ST-61,Audio,659691,0.158707869
2020 Q3,Mexico,ST-61,Desktop,342131,0.082309569
2020 Q3,Mexico,ST-61,Laptop,532773,0.12817405
2020 Q3,Mexico,ST-61,Smart Speaker,91036,0.021901359
2020 Q3,Mexico,ST-61,Smartphone,606081,0.145810423
2020 Q3,Mexico,ST-61,Streaming Device,136920,0.032940091
2020 Q3,Mexico,ST-61,Subscription Service,261030,0.062798363
2020 Q3,Mexico,ST-61,Tablet,556991,0.134000395
2020 Q3,Mexico,ST-61,Wearable,399689,0.096156821
2020 Q3,Mexico,ST-62,Accessories,653106,0.148204946
2020 Q3,Mexico,ST-62,Audio,460152,0.104419194
2020 Q3,Mexico,ST-62,Desktop,332757,0.075510305
2020 Q3,Mexico,ST-62,Laptop,668126,0.151613334
2020 Q3,Mexico,ST-62,Smart Speaker,72336,0.016414721
2020 Q3,Mexico,ST-62,Smartphone,624508,0.141715395
2020 Q3,Mexico,ST-62,Streaming Device,136157,0.030897191
2020 Q3,Mexico,ST-62,Subscription Service,201759,0.045783811
2020 Q3,Mexico,ST-62,Tablet,675357,0.153254216
2020 Q3,Mexico,ST-62,Wearable,582518,0.132186887
2020 Q3,Netherlands,ST-26,Accessories,687361,0.147239131
2020 Q3,Netherlands,ST-26,Audio,698331,0.149589007
2020 Q3,Netherlands,ST-26,Desktop,397068,0.085055666
2020 Q3,Netherlands,ST-26,Laptop,752628,0.161219931
2020 Q3,Netherlands,ST-26,Smart Speaker,87134,0.018664915
2020 Q3,Netherlands,ST-26,Smartphone,661398,0.141677615
2020 Q3,Netherlands,ST-26,Streaming Device,129133,0.027661492
2020 Q3,Netherlands,ST-26,Subscription Service,215021,0.046059502
2020 Q3,Netherlands,ST-26,Tablet,586920,0.125723733
2020 Q3,Netherlands,ST-26,Wearable,453337,0.09710901
2020 Q3,Singapore,ST-42,Accessories,788956,0.175653746
2020 Q3,Singapore,ST-42,Audio,625408,0.139241298
2020 Q3,Singapore,ST-42,Desktop,470352,0.104719516
2020 Q3,Singapore,ST-42,Laptop,489080,0.108889132
2020 Q3,Singapore,ST-42,Smart Speaker,53518,0.011915287
2020 Q3,Singapore,ST-42,Smartphone,568265,0.126518939
2020 Q3,Singapore,ST-42,Streaming Device,133376,0.029694931
2020 Q3,Singapore,ST-42,Subscription Service,311685,0.069393778
2020 Q3,Singapore,ST-42,Tablet,600383,0.133669714
2020 Q3,Singapore,ST-42,Wearable,450518,0.10030366
2020 Q3,Singapore,ST-45,Accessories,560357,0.135803397
2020 Q3,Singapore,ST-45,Audio,588092,0.142525017
2020 Q3,Singapore,ST-45,Desktop,329578,0.079873745
2020 Q3,Singapore,ST-45,Laptop,479208,0.116136809
2020 Q3,Singapore,ST-45,Smart Speaker,64296,0.015582236
2020 Q3,Singapore,ST-45,Smartphone,744057,0.180323379
2020 Q3,Singapore,ST-45,Streaming Device,100423,0.024337671
2020 Q3,Singapore,ST-45,Subscription Service,215289,0.052175626
2020 Q3,Singapore,ST-45,Tablet,598964,0.145159864
2020 Q3,Singapore,ST-45,Wearable,445973,0.108082255
2020 Q3,Singapore,ST-66,Accessories,657180,0.152180236
2020 Q3,Singapore,ST-66,Audio,561152,0.129943461
2020 Q3,Singapore,ST-66,Desktop,316683,0.073332867
2020 Q3,Singapore,ST-66,Laptop,493100,0.114184963
2020 Q3,Singapore,ST-66,Smart Speaker,70996,0.016440226
2020 Q3,Singapore,ST-66,Smartphone,695727,0.161106392
2020 Q3,Singapore,ST-66,Streaming Device,86322,0.0199892
2020 Q3,Singapore,ST-66,Subscription Service,301184,0.069743833
2020 Q3,Singapore,ST-66,Tablet,669204,0.15496458
2020 Q3,Singapore,ST-66,Wearable,466884,0.108114241
2020 Q3,South Korea,ST-70,Accessories,644796,0.157243194
2020 Q3,South Korea,ST-70,Audio,543277,0.13248626
2020 Q3,South Korea,ST-70,Desktop,363023,0.088528614
2020 Q3,South Korea,ST-70,Laptop,478696,0.116737213
2020 Q3,South Korea,ST-70,Smart Speaker,93360,0.022767239
2020 Q3,South Korea,ST-70,Smartphone,588837,0.143596751
2020 Q3,South Korea,ST-70,Streaming Device,140380,0.034233772
2020 Q3,South Korea,ST-70,Subscription Service,205256,0.05005476
2020 Q3,South Korea,ST-70,Tablet,564664,0.137701801
2020 Q3,South Korea,ST-70,Wearable,478340,0.116650397
2020 Q3,South Korea,ST-71,Accessories,521273,0.126287011
2020 Q3,South Korea,ST-71,Audio,455966,0.110465309
2020 Q3,South Korea,ST-71,Desktop,348173,0.084350671
2020 Q3,South Korea,ST-71,Laptop,554983,0.134453816
2020 Q3,South Korea,ST-71,Smart Speaker,67164,0.01627159
2020 Q3,South Korea,ST-71,Smartphone,506780,0.122775842
2020 Q3,South Korea,ST-71,Streaming Device,149494,0.036217395
2020 Q3,South Korea,ST-71,Subscription Service,349346,0.08463485
2020 Q3,South Korea,ST-71,Tablet,754158,0.182707256
2020 Q3,South Korea,ST-71,Wearable,420348,0.101836259
2020 Q3,Spain,ST-21,Accessories,740514,0.175286471
2020 Q3,Spain,ST-21,Audio,399175,0.094488392
2020 Q3,Spain,ST-21,Desktop,444222,0.105151431
2020 Q3,Spain,ST-21,Laptop,366693,0.086799604
2020 Q3,Spain,ST-21,Smart Speaker,98080,0.023216438
2020 Q3,Spain,ST-21,Smartphone,479092,0.113405481
2020 Q3,Spain,ST-21,Streaming Device,217229,0.051420101
2020 Q3,Spain,ST-21,Subscription Service,291271,0.068946523
2020 Q3,Spain,ST-21,Tablet,742727,0.175810309
2020 Q3,Spain,ST-21,Wearable,445590,0.105475249
2020 Q3,Taiwan,ST-39,Accessories,678778,0.147528908
2020 Q3,Taiwan,ST-39,Audio,555697,0.120777886
2020 Q3,Taiwan,ST-39,Desktop,432850,0.094077722
2020 Q3,Taiwan,ST-39,Laptop,509502,0.11073764
2020 Q3,Taiwan,ST-39,Smart Speaker,94622,0.020565605
2020 Q3,Taiwan,ST-39,Smartphone,652164,0.141744492
2020 Q3,Taiwan,ST-39,Streaming Device,145910,0.031712788
2020 Q3,Taiwan,ST-39,Subscription Service,256398,0.055726787
2020 Q3,Taiwan,ST-39,Tablet,795673,0.172935436
2020 Q3,Taiwan,ST-39,Wearable,479389,0.104192734
2020 Q3,Thailand,ST-41,Accessories,514687,0.126621806
2020 Q3,Thailand,ST-41,Audio,522931,0.128649971
2020 Q3,Thailand,ST-41,Desktop,320512,0.078851435
2020 Q3,Thailand,ST-41,Laptop,471034,0.115882422
2020 Q3,Thailand,ST-41,Smart Speaker,80740,0.019863421
2020 Q3,Thailand,ST-41,Smartphone,578135,0.1422311
2020 Q3,Thailand,ST-41,Streaming Device,154183,0.037931655
2020 Q3,Thailand,ST-41,Subscription Service,246241,0.060579498
2020 Q3,Thailand,ST-41,Tablet,738694,0.18173136
2020 Q3,Thailand,ST-41,Wearable,437601,0.107657332
2020 Q3,Thailand,ST-65,Accessories,514839,0.120933911
2020 Q3,Thailand,ST-65,Audio,596732,0.140170295
2020 Q3,Thailand,ST-65,Desktop,406391,0.095459849
2020 Q3,Thailand,ST-65,Laptop,576497,0.135417163
2020 Q3,Thailand,ST-65,Smart Speaker,45616,0.010715042
2020 Q3,Thailand,ST-65,Smartphone,564643,0.1326327
2020 Q3,Thailand,ST-65,Streaming Device,127902,0.03004374
2020 Q3,Thailand,ST-65,Subscription Service,292444,0.06869409
2020 Q3,Thailand,ST-65,Tablet,706062,0.165851536
2020 Q3,Thailand,ST-65,Wearable,426067,0.100081674
2020 Q3,Thailand,ST-74,Accessories,599690,0.145182544
2020 Q3,Thailand,ST-74,Audio,496186,0.120124641
2020 Q3,Thailand,ST-74,Desktop,326837,0.079125927
2020 Q3,Thailand,ST-74,Laptop,555991,0.134603191
2020 Q3,Thailand,ST-74,Smart Speaker,37754,0.009140092
2020 Q3,Thailand,ST-74,Smartphone,556697,0.134774111
2020 Q3,Thailand,ST-74,Streaming Device,153220,0.037093948
2020 Q3,Thailand,ST-74,Subscription Service,261593,0.063330616
2020 Q3,Thailand,ST-74,Tablet,670926,0.162428494
2020 Q3,Thailand,ST-74,Wearable,471699,0.114196436
2020 Q3,UAE,ST-30,Accessories,664572,0.154458594
2020 Q3,UAE,ST-30,Audio,629567,0.146322796
2020 Q3,UAE,ST-30,Desktop,461949,0.107365331
2020 Q3,UAE,ST-30,Laptop,469451,0.109108932
2020 Q3,UAE,ST-30,Smart Speaker,66218,0.015390265
2020 Q3,UAE,ST-30,Smartphone,625302,0.145331533
2020 Q3,UAE,ST-30,Streaming Device,89587,0.020821645
2020 Q3,UAE,ST-30,Subscription Service,196553,0.045682484
2020 Q3,UAE,ST-30,Tablet,716943,0.166630564
2020 Q3,UAE,ST-30,Wearable,382448,0.088887856
2020 Q3,UAE,ST-57,Accessories,682915,0.153514653
2020 Q3,UAE,ST-57,Audio,553910,0.124515205
2020 Q3,UAE,ST-57,Desktop,243035,0.054632617
2020 Q3,UAE,ST-57,Laptop,631325,0.141917571
2020 Q3,UAE,ST-57,Smart Speaker,93992,0.021128763
2020 Q3,UAE,ST-57,Smartphone,684325,0.153831611
2020 Q3,UAE,ST-57,Streaming Device,174986,0.039335664
2020 Q3,UAE,ST-57,Subscription Service,140168,0.031508814
2020 Q3,UAE,ST-57,Tablet,820591,0.184463283
2020 Q3,UAE,ST-57,Wearable,423286,0.095151817
2020 Q3,UAE,ST-58,Accessories,757564,0.172704506
2020 Q3,UAE,ST-58,Audio,548973,0.125151289
2020 Q3,UAE,ST-58,Desktop,329417,0.075098342
2020 Q3,UAE,ST-58,Laptop,557349,0.127060795
2020 Q3,UAE,ST-58,Smart Speaker,112968,0.025753709
2020 Q3,UAE,ST-58,Smartphone,687678,0.156772351
2020 Q3,UAE,ST-58,Streaming Device,83141,0.018953944
2020 Q3,UAE,ST-58,Subscription Service,294091,0.067044951
2020 Q3,UAE,ST-58,Tablet,634714,0.144697964
2020 Q3,UAE,ST-58,Wearable,380580,0.08676215
2020 Q3,UAE,ST-59,Accessories,674541,0.153900297
2020 Q3,UAE,ST-59,Audio,497766,0.113568093
2020 Q3,UAE,ST-59,Desktop,322908,0.073673264
